SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
20 - 21 School Year,81,Washtenaw ISD,81902,Central Academy,00000,All Buildings,81,Washtenaw,PSA District,City: Midsize,Southeast Region,2,< 10,14.3,< 10,85.7,< 10,54.5,< 10,45.5,< 10,32.1,19,67.9
20 - 21 School Year,81,Washtenaw ISD,81903,Washtenaw Technical Middle College,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,67.2,21,32.8
20 - 21 School Year,81,Washtenaw ISD,81904,Ann Arbor Learning Community,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81905,South Arbor Charter Academy,00000,All Buildings,81,Washtenaw,PSA District,Rural: Fringe,Southeast Region,2,13,43.3,17,56.7,< 10,46.2,< 10,53.8,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81906,Fortis Academy,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,< 10,19.5,33,80.5,18,38.3,29,61.7,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81908,Multicultural Academy,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,< 10,12.5,14,87.5,< 10,5.3,18,94.7,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81909,Arbor Preparatory High School,00000,All Buildings,81,Washtenaw,PSA District,Rural: Fringe,Southeast Region,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,27.3,64,72.7
20 - 21 School Year,81,Washtenaw ISD,81910,East Arbor Charter Academy,00000,All Buildings,81,Washtenaw,PSA District,Rural: Fringe,Southeast Region,2,16,37.2,27,62.8,< 10,30.8,18,69.2,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81911,WSC Academy,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,81,Washtenaw ISD,81912,South Pointe Scholars Charter Academy,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Large,Southeast Region,2,12,31.6,26,68.4,< 10,25.8,23,74.2,N/A,N/A,N/A,N/A
20 - 21 School Year,81,Washtenaw ISD,81913,Livingston Classical Academy,00000,All Buildings,81,Washtenaw,PSA District,Suburb: Midsize,Southeast Region,2,< 10,60,< 10,40,< 10,42.9,< 10,57.1,< 10,< 10,< 10,< 10
20 - 21 School Year,82,Wayne RESA,63912,Oakland International Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,40.9,13,59.1,< 10,< 5,41,> 95,< 10,< 5,119,> 95
20 - 21 School Year,82,Wayne RESA,63914,Advanced Technology Academy,00000,All Buildings,82,Wayne,PSA District,City: Midsize,Wayne Region,3,< 10,13,60,87,< 10,8.9,41,91.1,14,16.7,70,83.3
20 - 21 School Year,82,Wayne RESA,82015,Detroit Public Schools Community District,00000,All Buildings,82,Wayne,LEA District,City: Large,Wayne Region,3,31,8.6,329,91.4,17,< 5,441,> 95,421,26.3,1177,73.7
20 - 21 School Year,82,Wayne RESA,82020,Allen Park Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,21,29.2,51,70.8,33,23.4,108,76.6,71,23.4,233,76.6
20 - 21 School Year,82,Wayne RESA,82030,Dearborn City School District,00000,All Buildings,82,Wayne,LEA District,City: Midsize,Wayne Region,3,251,26.7,688,73.3,182,21.2,677,78.8,392,33.6,776,66.4
20 - 21 School Year,82,Wayne RESA,82040,Dearborn Heights School District #7,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,21,17.5,99,82.5,26,14.9,148,85.1,46,20,184,80
20 - 21 School Year,82,Wayne RESA,82045,Melvindale-Northern Allen Park Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,11,9.2,108,90.8,< 10,10.2,53,89.8,24,40,36,60
20 - 21 School Year,82,Wayne RESA,82050,Garden City Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,26,25.7,75,74.3,23,14.2,139,85.8,65,22.7,221,77.3
20 - 21 School Year,82,Wayne RESA,82055,Grosse Pointe Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,37,28.9,91,71.1,28,33.7,55,66.3,63,38,103,62
20 - 21 School Year,82,Wayne RESA,82060,"Hamtramck, School District of the City of",00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,5,38,95,< 10,9.2,69,90.8,74,22,262,78
20 - 21 School Year,82,Wayne RESA,82090,"Lincoln Park, School District of the City of",00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,38,26.6,105,73.4,14,7.5,173,92.5,59,17.1,287,82.9
20 - 21 School Year,82,Wayne RESA,82095,Livonia Public Schools School District,00000,All Buildings,82,Wayne,LEA District,City: Small,Wayne Region,3,177,40.3,262,59.7,69,16.7,344,83.3,199,38.1,323,61.9
20 - 21 School Year,82,Wayne RESA,82100,Plymouth-Canton Community Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,148,37.4,248,62.6,229,40.5,337,59.5,413,46.2,481,53.8
20 - 21 School Year,82,Wayne RESA,82110,"Redford Union Schools, District No. 1",00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,11.1,40,88.9,< 10,5.6,51,94.4,10,14.7,58,85.3
20 - 21 School Year,82,Wayne RESA,82120,"River Rouge, School District of the City of",00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,9.3,49,90.7,< 10,< 5,95,> 95,10,< 5,206,> 95
20 - 21 School Year,82,Wayne RESA,82130,Romulus Community Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,10,16.1,52,83.9,< 10,6.5,72,93.5,23,11.6,175,88.4
20 - 21 School Year,82,Wayne RESA,82140,South Redford School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,14,32.6,29,67.4,10,11.8,75,88.2,30,17.9,138,82.1
20 - 21 School Year,82,Wayne RESA,82150,Taylor School District,00000,All Buildings,82,Wayne,LEA District,City: Small,Wayne Region,3,17,16.3,87,83.7,12,15,68,85,59,41.5,83,58.5
20 - 21 School Year,82,Wayne RESA,82155,Trenton Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,19,39.6,29,60.4,17,34,33,66,49,48,53,52
20 - 21 School Year,82,Wayne RESA,82160,Wayne-Westland Community School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,78,16.4,397,83.6,44,9.9,400,90.1,164,21.7,592,78.3
20 - 21 School Year,82,Wayne RESA,82170,"Wyandotte, School District of the City of",00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,23,29.1,56,70.9,23,16.7,115,83.3,47,32.2,99,67.8
20 - 21 School Year,82,Wayne RESA,82180,Flat Rock Community Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,21,27.3,56,72.7,23,18.9,99,81.1,15,13.4,97,86.6
20 - 21 School Year,82,Wayne RESA,82230,Crestwood School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,41,30.4,94,69.6,24,35.8,43,64.2,131,34.8,245,65.2
20 - 21 School Year,82,Wayne RESA,82240,Westwood Community School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,7.7,36,92.3,< 10,8.3,22,91.7,< 10,5.6,119,94.4
20 - 21 School Year,82,Wayne RESA,82250,Ecorse Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,< 5,24,> 95,< 10,< 5,21,> 95,< 10,6.1,77,93.9
20 - 21 School Year,82,Wayne RESA,82290,Gibraltar School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,28,25,84,75,29,24.8,88,75.2,40,22.7,136,77.3
20 - 21 School Year,82,Wayne RESA,82300,Grosse Ile Township Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,11.1,< 10,88.9,11,44,14,56,30,33.3,60,66.7
20 - 21 School Year,82,Wayne RESA,82320,"Harper Woods, The School District of the City of",00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,< 10,8.3,22,91.7,< 10,< 5,91,> 95,< 10,< 5,176,> 95
20 - 21 School Year,82,Wayne RESA,82340,Huron School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,29,29,71,71,16,13.9,99,86.1,37,23.4,121,76.6
20 - 21 School Year,82,Wayne RESA,82365,Woodhaven-Brownstown School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,72,34.4,137,65.6,37,33.9,72,66.1,78,27.5,206,72.5
20 - 21 School Year,82,Wayne RESA,82390,Northville Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,22,39.3,34,60.7,30,35.3,55,64.7,90,58.4,64,41.6
20 - 21 School Year,82,Wayne RESA,82400,Riverview Community School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,28,25.2,83,74.8,18,18.9,77,81.1,54,25,162,75
20 - 21 School Year,82,Wayne RESA,82405,Southgate Community School District,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,24,26.1,68,73.9,27,24.1,85,75.9,79,30.9,177,69.1
20 - 21 School Year,82,Wayne RESA,82430,Van Buren Public Schools,00000,All Buildings,82,Wayne,LEA District,Suburb: Large,Wayne Region,3,33,24.4,102,75.6,21,19.8,85,80.2,54,22.7,184,77.3
20 - 21 School Year,82,Wayne RESA,82700,Detroit Achievement Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,10,26.3,28,73.7,< 10,16.7,15,83.3,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82701,University Preparatory Science and Math (PSAD),00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,19,29.7,45,70.3,< 10,13.3,52,86.7,< 10,5.2,163,94.8
20 - 21 School Year,82,Wayne RESA,82702,University Preparatory Academy (PSAD),00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,18,16.2,93,83.8,< 10,< 5,59,> 95,19,8.6,201,91.4
20 - 21 School Year,82,Wayne RESA,82703,University Preparatory Art & Design,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,43,> 95,< 10,5.9,64,94.1,17,16.7,85,83.3
20 - 21 School Year,82,Wayne RESA,82704,Detroit Public Safety Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,82,Wayne RESA,82705,Branch Line School,00000,All Buildings,82,Wayne,PSA District,City: Small,Wayne Region,3,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82710,WAY Michigan,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,41.7,< 10,58.3
20 - 21 School Year,82,Wayne RESA,82711,Canton Preparatory High School,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,33.3,56,66.7
20 - 21 School Year,82,Wayne RESA,82713,New Paradigm College Prep,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,5.6,17,94.4,< 10,5.6,17,94.4,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82716,Vista Meadows Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,82,Wayne RESA,82717,Achieve Charter Academy,00000,All Buildings,82,Wayne,PSA District,Rural: Fringe,Wayne Region,3,19,52.8,17,47.2,< 10,46.2,< 10,53.8,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82718,Quest Charter Academy,00000,All Buildings,82,Wayne,PSA District,City: Small,Wayne Region,3,16,27.1,43,72.9,11,22.4,38,77.6,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82719,Washington-Parks Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,5.3,36,94.7,< 10,8.9,51,91.1,< 10,6.7,28,93.3
20 - 21 School Year,82,Wayne RESA,82722,Detroit Leadership Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,42,> 95,< 10,< 5,31,> 95,< 10,< 5,87,> 95
20 - 21 School Year,82,Wayne RESA,82723,Legacy Charter Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,60,> 95,< 10,< 5,64,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82724,University Yes Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,6.5,43,93.5,< 10,5.8,49,94.2,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82725,Global Heights Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 5,37,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82727,Regent Park Scholars Charter Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,8.3,11,91.7,< 10,21.4,22,78.6,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82728,Jalen Rose Leadership Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,13.1,106,86.9
20 - 21 School Year,82,Wayne RESA,82729,South Canton Scholars Charter Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,23,39.7,35,60.3,35,58.3,25,41.7,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82730,American International Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 5,28,> 95,N/A,N/A,N/A,N/A,< 10,< 5,39,> 95
20 - 21 School Year,82,Wayne RESA,82735,New Paradigm Glazer-Loving Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,34,> 95,< 10,< 5,14,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82739,Detroit Innovation Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,9.7,28,90.3,< 10,< 5,24,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82741,Cornerstone Health and Technology School,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,10.2,228,89.8
20 - 21 School Year,82,Wayne RESA,82742,Madison-Carver Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,50,< 10,50,< 10,12.5,< 10,87.5,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82743,Plymouth Scholars Charter Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,15,44.1,19,55.9,14,56,11,44,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82745,Caniff Liberty Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,11,35.5,20,64.5,< 10,6.9,27,93.1,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82746,W-A-Y Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,10,< 10,90
20 - 21 School Year,82,Wayne RESA,82747,MacDowell Preparatory Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,< 10,> 95,< 10,5.9,16,94.1,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82748,Rutherford Winans Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,16.7,< 10,83.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82749,Highland Park Public School Academy System,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 10,< 10,< 10,< 10,< 5,11,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82751,Michigan Educational Choice Center,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,7.7,12,92.3,< 10,< 5,11,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82752,Capstone Academy Charter School (SDA),00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 5,10,> 95
20 - 21 School Year,82,Wayne RESA,82754,Tipton Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,23.1,10,76.9,< 10,13.3,13,86.7,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82756,Taylor Preparatory High School,00000,All Buildings,82,Wayne,PSA District,City: Small,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,22.5,110,77.5
20 - 21 School Year,82,Wayne RESA,82758,New School High,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,82,Wayne RESA,82760,Cornerstone Jefferson-Douglass Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,< 10,> 95,< 10,< 5,28,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82762,Inkster Preparatory Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,13.3,13,86.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82763,Discovery Creative Pathways,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 5,26,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82765,Pembroke Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,23.5,13,76.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82766,Westfield Charter Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,14,49,86,< 10,6,47,94,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82767,Ivywood Classical Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,56.3,< 10,43.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82770,Sigma Academy for Leadership and Early Middle College,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82772,Fostering Leadership Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82904,Plymouth Educational Center Charter School,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,18,> 95,< 10,< 5,13,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82910,"Martin Luther King, Jr. Education Center Academy",00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,14,66.7,< 10,33.3,< 10,26.3,14,73.7,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82916,River Heights Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 5,< 10,> 95,< 10,33.3,< 10,66.7,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82918,Cesar Chavez Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,50,> 95,16,8.6,170,91.4,48,15.7,258,84.3
20 - 21 School Year,82,Wayne RESA,82919,Commonwealth Community Development Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,16,> 95,< 10,< 5,< 10,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82921,Academy for Business and Technology,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,21.7,18,78.3,< 10,< 5,20,> 95,< 10,< 5,20,> 95
20 - 21 School Year,82,Wayne RESA,82923,Chandler Park Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 5,71,> 95,< 10,< 5,130,> 95,21,10.2,185,89.8
20 - 21 School Year,82,Wayne RESA,82924,Marvin L. Winans Academy of Performing Arts,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 10,< 10,< 10,< 10,< 5,36,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82925,Detroit Community Schools,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,14,> 95,< 10,< 5,30,> 95,< 10,< 5,96,> 95
20 - 21 School Year,82,Wayne RESA,82926,Henry Ford Academy,00000,All Buildings,82,Wayne,PSA District,City: Midsize,Wayne Region,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,20.2,91,79.8
20 - 21 School Year,82,Wayne RESA,82928,The Dearborn Academy,00000,All Buildings,82,Wayne,PSA District,City: Midsize,Wayne Region,3,< 10,5.7,33,94.3,< 10,12,44,88,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82929,Detroit Academy of Arts and Sciences,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,8.3,22,91.7,< 10,7.1,39,92.9,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82930,Dove Academy of Detroit,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82933,Barack Obama Leadership Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,20,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82937,George Crockett Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 5,27,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82938,Summit Academy North,00000,All Buildings,82,Wayne,PSA District,Rural: Fringe,Wayne Region,3,< 10,< 10,< 10,< 10,< 10,8.3,22,91.7,41,30.6,93,69.4
20 - 21 School Year,82,Wayne RESA,82940,Voyageur Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,11,> 95,< 10,< 5,19,> 95,< 10,6.3,133,93.7
20 - 21 School Year,82,Wayne RESA,82941,Star International Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,18,15.3,100,84.7,31,23.1,103,76.9,66,38.8,104,61.2
20 - 21 School Year,82,Wayne RESA,82942,Hope Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82943,Weston Preparatory Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,28.6,15,71.4,< 10,< 5,38,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82945,Detroit Edison Public School Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,11,13.8,69,86.3,13,18.1,59,81.9,34,21.5,124,78.5
20 - 21 School Year,82,Wayne RESA,82947,David Ellis Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 5,21,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82950,Universal Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 5,50,> 95,< 10,< 5,52,> 95,10,9.6,94,90.4
20 - 21 School Year,82,Wayne RESA,82953,Detroit Service Learning Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,< 10,< 10,< 10,< 10,< 5,31,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82956,Old Redford Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,8.7,42,91.3,< 10,< 5,65,> 95,< 10,< 5,117,> 95
20 - 21 School Year,82,Wayne RESA,82957,Hope of Detroit Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,13,19.4,54,80.6,< 10,7.2,64,92.8,< 10,< 5,97,> 95
20 - 21 School Year,82,Wayne RESA,82958,Joy Preparatory Academy,00000,All Buildings,82,Wayne,PSA District,City: Large,Wayne Region,3,< 10,16.7,20,83.3,< 10,< 5,14,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82959,West Village Academy,00000,All Buildings,82,Wayne,PSA District,City: Midsize,Wayne Region,3,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82963,George Washington Carver Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,< 5,35,> 95,< 10,< 5,32,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82967,Metro Charter Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,< 10,26.7,22,73.3,< 10,27.3,16,72.7,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82968,Canton Charter Academy,00000,All Buildings,82,Wayne,PSA District,Rural: Fringe,Wayne Region,3,16,38.1,26,61.9,< 10,75,< 10,25,N/A,N/A,N/A,N/A
20 - 21 School Year,82,Wayne RESA,82969,Creative Montessori Academy,00000,All Buildings,82,Wayne,PSA District,Suburb: Large,Wayne Region,3,15,20.3,59,79.7,11,39.3,17,60.7,N/A,N/A,N/A,N/A
